RELEASE DATE,PUBLISHER,TITLE,PRICE
03/15/17,YEN PRESS,Of The Red The Light And The Ayakashi Volume 6 GN,$13.00 
03/15/17,YEN PRESS,School-Live Volume 6 GN,$13.00 
03/15/17,YEN PRESS,Strike The Blood Volume 6 GN,$13.00 
03/15/17,YEN PRESS,Sword Art Online Progressive Volume 5 GN,$13.00 
03/15/17,YEN PRESS,Today's Cerberus Volume 3 GN,$13.00 
03/15/17,YEN PRESS,Ubel Blatt Volume 8 GN,$20.00 
03/15/17,ZENESCOPE ENTERTAINMENT,Cinderella Serial Killer Princess #3 (Cover A Drew Johnson),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Cinderella Serial Killer Princess #3 (Cover B Jose Luis),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Cinderella Serial Killer Princess #3 (Cover C Keith Garvey),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Cinderella Serial Killer Princess #3 (Cover D Allan Otero),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Grimm Fairy Tales Presents Grimm Tales Of Terror Volume 3 #3 (Cover A Antonio Bifulco),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Grimm Fairy Tales Presents Grimm Tales Of Terror Volume 3 #3 (Cover B Gregbo Watson),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Grimm Fairy Tales Presents Grimm Tales Of Terror Volume 3 #3 (Cover C Cris Delara),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Grimm Fairy Tales Presents Robyn Hood I Love NY #10 (Of 12)(Cover A Allan Otero),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Grimm Fairy Tales Presents Robyn Hood I Love NY #10 (Of 12)(Cover B Riveiro),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Grimm Fairy Tales Presents Robyn Hood I Love NY #10 (Of 12)(Cover C Juan Carlos Ruiz),$3.99 
03/15/17,ZENESCOPE ENTERTAINMENT,Grimm Fairy Tales Presents Robyn Hood I Love NY #10 (Of 12)(Cover D Renato Rei),$3.99 
03/15/17,IDW GAMES,Teenage Mutant Ninja Turtles Shadows Of The Past April O'Neil Adventure Pack,AR
03/15/17,Merchandise,Alien 3/4 Scale Vinyl Youth Mask,AR
03/15/17,Merchandise,Animal Accessory 2 Plastic Model Kit (White Version),AR
03/15/17,Merchandise,Arpeggio Of Blue Steel Ars Nova Haruna Figma,AR
03/15/17,Merchandise,Batgirl Leap T-Shirt LG,AR
03/15/17,Merchandise,Batgirl Leap T-Shirt MED,AR
03/15/17,Merchandise,Batgirl Leap T-Shirt SM,AR
03/15/17,Merchandise,Batgirl Leap T-Shirt XL,AR
03/15/17,Merchandise,Batgirl Leap T-Shirt XXL,AR
03/15/17,Merchandise,Batgirl Leap Womens T-Shirt LG,AR
03/15/17,Merchandise,Batgirl Leap Womens T-Shirt MED,AR
03/15/17,Merchandise,Batgirl Leap Womens T-Shirt SM,AR
03/15/17,Merchandise,Batgirl Leap Womens T-Shirt XL,AR
03/15/17,Merchandise,Batman 1966 1/6 Scale Egghead Maquette,AR
03/15/17,Merchandise,Batman 1966 Mad Hatter Bust,AR
03/15/17,Merchandise,Batman 1966 Movie Revo Batmobile PVC Figure,AR
03/15/17,Merchandise,Batman Classic Collection Robin Boy Wonder Maquette,AR
03/15/17,Merchandise,Batman Classic Dick Sprang Batman Maquette,AR
03/15/17,Merchandise,Batman Limited Edition T-Shirt LG,AR
03/15/17,Merchandise,Batman Limited Edition T-Shirt MED,AR
03/15/17,Merchandise,Batman Limited Edition T-Shirt SM,AR
03/15/17,Merchandise,Batman Limited Edition T-Shirt XL,AR
03/15/17,Merchandise,Batman Limited Edition T-Shirt XXL,AR
03/15/17,Merchandise,Batman Returns Catwoman 1/4 Scale Action Figure,AR
03/15/17,Merchandise,Batman Snow T-Shirt LG,AR
03/15/17,Merchandise,Batman Snow T-Shirt MED,AR
03/15/17,Merchandise,Batman Snow T-Shirt SM,AR
03/15/17,Merchandise,Batman Snow T-Shirt XL,AR
03/15/17,Merchandise,Batman Snow T-Shirt XXL,AR
03/15/17,Merchandise,Bonsai 01 Plastic Model Kit,AR
03/15/17,Merchandise,Breaking Bad Hazmat Suit Hoodie XXL,AR
03/15/17,Merchandise,Bruce Lee Bandai S.H.Figuarts (Yellow Suit Version),AR
03/15/17,Merchandise,Child's Play Talking Good Guys 15 Inch Mega Scale Figure,AR
03/15/17,Merchandise,Color Tops Blue Walking Dead TV Carl Grimes 7 Inch Action Figure,AR
03/15/17,Merchandise,DC Comics Designer Series Bombshells Batwoman Action Figure,AR
03/15/17,Merchandise,DC Comics Designer Series Bombshells Harley Quinn Action Figure,AR
03/15/17,Merchandise,DC Comics Designer Series Bombshells Poison Ivy Action Figure,AR
03/15/17,Merchandise,DC Comics Designer Series Bombshells Wonder Woman Action Figure,AR
03/15/17,Merchandise,DC Suicide Squad Harley Quinn Wobbler Vinyl Figure,AR
03/15/17,Merchandise,Devilman D.C. Devilman Bandai S.H.Figuarts,AR
03/15/17,Merchandise,Disney Showcase Art Deco Maleficent Figure,AR
03/15/17,Merchandise,Disney Showcase Finding Dory Dory And Nemo Figure,AR
03/15/17,Merchandise,Dorbz Power Rangers Red Ranger Vinyl Figure,AR
03/15/17,Merchandise,DragonBall Z Dramatic Showcase 5th Season Volume 1 Son Goku Figure,AR
03/15/17,Merchandise,DragonBall Z Resolution Of Soldiers Volume 4 Super Saiyan 2 Gohan Figure,AR
03/15/17,Merchandise,DragonBall Z Shenron Molded Bottom Mug,AR
03/15/17,Merchandise,DragonBall Z Super Saiyan Son Gohan S.H.Figuarts Action Figure,AR
03/15/17,Merchandise,Evangelion Unit-01 You Are Not Alone Nxedge Style,AR
03/15/17,Merchandise,Fallout Nuka Cola Blaster Replica Wall Mount,AR
03/15/17,Merchandise,Fate/Grand Order Shielder Matthew Kyrielite Nendoroid,AR
03/15/17,Merchandise,Final Fantasy Advent Childre Play Arts Kai Sephiroth Action Figure,AR
03/15/17,Merchandise,Fire Emblem Fates Elise Nendoroid,AR
03/15/17,Merchandise,Funko Plush Guardians Of The Galaxy Volume 2 6 Piece Plush Display,AR
03/15/17,Merchandise,Game Of Thrones House Sigils Black T-Shirt XXL,AR
03/15/17,Merchandise,Gears Of War Marcus Fenix Play Arts Kai Action Figure,AR
03/15/17,Merchandise,Godzilla 12 Inch Series Godzilla 2004 Final Wars Version Previews Exclusive Figure,AR
03/15/17,Merchandise,Golden Age Batman T-Shirt LG,AR
03/15/17,Merchandise,Golden Age Batman T-Shirt MED,AR
03/15/17,Merchandise,Golden Age Batman T-Shirt SM,AR
03/15/17,Merchandise,Golden Age Batman T-Shirt XL,AR
03/15/17,Merchandise,Granblue Fantasy Io 1/7 Scale PVC Figure (Summer Version),AR
03/15/17,Merchandise,Grand Heritage Batman 1966 Adult Costume Standard,AR
03/15/17,Merchandise,Grand Heritage Batman 1966 Adult Costume XL,AR
03/15/17,Merchandise,Grand Heritage Batman 1966 Batgirl Adult Costume MED,AR
03/15/17,Merchandise,Grand Heritage Batman 1966 Batgirl Adult Costume SM,AR
03/15/17,Merchandise,Grand Heritage Batman 1966 Catwoman Adult Costume LG,AR
03/15/17,Merchandise,Grand Heritage Batman 1966 Catwoman Adult Costume MED,AR
03/15/17,Merchandise,Grand Heritage Batman 1966 Joker Adult Costume XL,AR
03/15/17,Merchandise,Grand Heritage Batman 1966 Robin Adult Costume STD,AR
03/15/17,Merchandise,Grand Heritage Batman 1966 Robin Adult Costume XL,AR
03/15/17,Merchandise,GX-70 Mazinger Z D.C. Mazinger Z Bandai Soul Of Chogokin,AR
03/15/17,Merchandise,Haikyu Indomitable Setter Koushi Sugawara Nendoroid Setter,AR
03/15/17,Merchandise,Harley Quinn Skull Bags T-Shirt LG,AR
03/15/17,Merchandise,Harley Quinn Skull Bags T-Shirt MED,AR
03/15/17,Merchandise,Harley Quinn Skull Bags T-Shirt SM,AR
03/15/17,Merchandise,Harley Quinn Skull Bags T-Shirt XL,AR
03/15/17,Merchandise,Harley Quinn Skull Bags T-Shirt XXL,AR
03/15/17,Merchandise,Hatsune Miku Project Diva 2nd PVC Figure (Orange Blossom Version),AR
03/15/17,Merchandise,Hellraiser 3 Hell On Earth Pinhead 1/6 Scale Figure,AR
03/15/17,Merchandise,I Am Elemental Wisdom Series Action Figure Lunchbox Gift Set,AR
03/15/17,Merchandise,Idolmaster Ami And Mami Futami 1/8 Scale PVC Figure,AR
03/15/17,Merchandise,Idolmaster Cinderella Girls Usachanrobo PVC Figure,AR
03/15/17,Merchandise,Jojo's Bizarre Adventure Figure Gallery Volume 1 Josuke Figure,AR
03/15/17,Merchandise,Judge Dredd Democracy Isnt Working Previews Exclusive Coffee Mug,AR
03/15/17,Merchandise,Justice League Animated Series Green Lantern Bust,AR
03/15/17,Merchandise,Kancolle Atago Heavy Armament Version Action Figure,AR
03/15/17,Merchandise,Kancolle Atago Light Armament Version Action Figure,AR
03/15/17,Merchandise,Kancolle Libeccio Nendoroid,AR
03/15/17,Merchandise,Kirby Face Pink T-Shirt LG,AR
03/15/17,Merchandise,K-On Mio Akiyama 5th Anniversary Edition PVC Figure,AR
03/15/17,Merchandise,Legend Of Zelda Link Chart Kelly Green T-Shirt LG,AR
03/15/17,Merchandise,Legend Of Zelda Link Chart Kelly Green T-Shirt XL,AR
03/15/17,Merchandise,Legend Of Zelda Symbolled Crest Black T-Shirt XL,AR
03/15/17,Merchandise,Legends Of Tomorrow Hawkgirl Action Figure,AR
03/15/17,Merchandise,Living Dead Dolls Series 33 Assortment,AR
03/15/17,Merchandise,Marvel Animated Style Punisher Statue,AR
03/15/17,Merchandise,Marvel Animated Style Spider-Gwen Statue,AR
03/15/17,Merchandise,Marvel Animated Style Vision Statue,AR
03/15/17,Merchandise,Marvel Black Panther Adult Costume Cowl Mask,AR
03/15/17,Merchandise,Marvel Captain America LED Light Up Box Art,AR
03/15/17,Merchandise,Marvel Daredevil Adult Cowl Mask,AR
03/15/17,Merchandise,Marvel Hulk LED Light Up Box Art,AR
03/15/17,Merchandise,Marvel Iron Man LED Light Up Box Art,AR
03/15/17,Merchandise,Marvel Spider-Man LED Light Up Box Art,AR
03/15/17,Merchandise,Marvel Thanos #1 Black T-Shirt XL,AR
03/15/17,Merchandise,Marvel Thanos #2 Black T-Shirt XL,AR
03/15/17,Merchandise,Marvel Thanos #2 Black T-Shirt XXL,AR
03/15/17,Merchandise,Marvel Venom #2 Black T-Shirt LG,AR
03/15/17,Merchandise,Marvel Venom #2 Black T-Shirt MED,AR
03/15/17,Merchandise,Marvel Venom #2 Black T-Shirt SM,AR
03/15/17,Merchandise,Marvel Venom #2 Black T-Shirt XL,AR
03/15/17,Merchandise,Marvel Venom Full Overhead Adult Deluxe Mask,AR
03/15/17,Merchandise,Mecha Collection Ultra Hawk Model Kit,AR
03/15/17,Merchandise,Metals Marvel Civil War 4 Inch Die-Cast Figure 2 Pack,AR
03/15/17,Merchandise,Munsters Grandpa Munster Maquette,AR
03/15/17,Merchandise,Mystery Minis League Of Legends Series 1 12 Piece Blind Mystery Box,AR
03/15/17,Merchandise,Namco Arcade Machine Collection Galaga,AR
03/15/17,Merchandise,Namco Arcade Machine Collection Galaxian,AR
03/15/17,Merchandise,Namco Arcade Machine Collection Pac-Man,AR
03/15/17,Merchandise,Namco Arcade Machine Collection Rally-X,AR
03/15/17,Merchandise,Namco Arcade Machine Collection Tank Battalion,AR
03/15/17,Merchandise,One-12 Collective Batman V Superman Superman Action Figure,AR
03/15/17,Merchandise,One-12 Collective DC Flash Action Figure,AR
03/15/17,Merchandise,One-12 Collective DC Green Arrow Action Figure,AR
03/15/17,Merchandise,One-12 Collective Marvel Previews Exclusive Punisher Deluxe Action Figure,AR
03/15/17,Merchandise,Overlord Albedo Nendoroid,AR
03/15/17,Merchandise,OYO NFL Baltimore Ravens 24 Piece Blind Mystery Box,AR
03/15/17,Merchandise,OYO NFL Seattle Seahawks 24 Piece Blind Mystery Box,AR
03/15/17,Merchandise,OYO NHL Pittsburgh Penguins Sidney Crosby Mini Figure,AR
03/15/17,Merchandise,Pint Sized Heroes Guardians Of The Galaxy Volume 2 24 Piece Blind Mystery Box,AR
03/15/17,Merchandise,PLA-ACT 06 Ambrosius Plastic Model Kit,AR
03/15/17,Merchandise,Pocket POP Guardians Of The Galaxy Volume 2 Groot Figure Keychain,AR
03/15/17,Merchandise,Pocket POP Guardians Of The Galaxy Volume 2 Rocket Raccoon Figure Keychain,AR
03/15/17,Merchandise,Pocket POP Power Rangers Movie Black Ranger Figure Keychain,AR
03/15/17,Merchandise,Pocket POP Power Rangers Movie Yellow Ranger Figure Keychain,AR
03/15/17,Merchandise,Pokemon Pikachu Head Molded Mug,AR
03/15/17,Merchandise,POP Godfather Fredo Corleone Vinyl Figure,AR
03/15/17,Merchandise,POP Hanna Barbera Atom Ant Vinyl Figure,AR
03/15/17,Merchandise,POP Hanna Barbera Touche Turtle Vinyl Figure,AR
03/15/17,Merchandise,POP League Of Legends Braum Vinyl Figure,AR
03/15/17,Merchandise,POP League Of Legends Thresh Vinyl Figure,AR
03/15/17,Merchandise,POP Marvel Gwenpool Vinyl Figure,AR
03/15/17,Merchandise,POP Marvel Iron Fist Previews Exclusive Vinyl Figure,AR
03/15/17,Merchandise,POP Powerpuff Girls Blossom Vinyl Figure,AR
03/15/17,Merchandise,POP Powerpuff Girls Bubbles Vinyl Figure,AR
03/15/17,Merchandise,POP Powerpuff Girls Buttercup Vinyl Figure,AR
03/15/17,Merchandise,POP Powerpuff Girls Mojo Jojo Vinyl Figure,AR
03/15/17,Merchandise,POP Resident Evil Jill Valentine Vinyl Figure,AR
03/15/17,Merchandise,POP Resident Evil Nemesis Vinyl Figure,AR
03/15/17,Merchandise,Racing Miku 2015 Team Ukyo Support Version Figma,AR
03/15/17,Merchandise,Ribbon Accessory 2 Plastic Model Kit (White Version),AR
03/15/17,Merchandise,Sailor Moon Crystal Pretty Guardian S.H.Figuarts,AR
03/15/17,Merchandise,Sailor Moon Q-Posket Petit Volume 3 Figure Collection Assortment,AR
03/15/17,Merchandise,Saint Seiya Complete Works Gold Saint Virgo Shaka Figure,AR
03/15/17,Merchandise,Saint Seiya Rising Dragon Punch Panoramation (Dragon Shiryu Version),AR
03/15/17,Merchandise,Saint Seiya Temple Of The Giant Crab Battle Set Panoramation,AR
03/15/17,Merchandise,Scars Of Dracula Christopher Lee Count Dracula 1/6 Scale Action Figure,AR
03/15/17,Merchandise,Sherlock Jim Moriarty 1/6 Scale Figure,AR
03/15/17,Merchandise,Sky Viper HD Streaming Drone,AR
03/15/17,Merchandise,Sky Viper HD Video Stunt Drone,AR
03/15/17,Merchandise,Sky Viper Nano Drone,AR
03/15/17,Merchandise,Sky Viper Pro Series Streaming Video Drone,AR
03/15/17,Merchandise,Sky Viper Stunt Drone,AR
03/15/17,Merchandise,Star Trek Master Series Leonard Bones McCoy 1/6 Scale Action Figure,AR
03/15/17,Merchandise,Star Wars Boba Fett Passenger Window Decal,AR
03/15/17,Merchandise,Star Wars Darth Vader Passenger Window Decal,AR
03/15/17,Merchandise,Star Wars Don't Call Me Princess Womens T-Shirt LG,AR
03/15/17,Merchandise,Star Wars Don't Call Me Princess Womens T-Shirt MED,AR
03/15/17,Merchandise,Star Wars Don't Call Me Princess Womens T-Shirt SM,AR
03/15/17,Merchandise,Star Wars Don't Call Me Princess Womens T-Shirt XL,AR
03/15/17,Merchandise,Star Wars Rogue One Shoretrooper Mini-Bust,AR
03/15/17,Merchandise,Star Wars Stormtrooper Passenger Window Decal,AR
03/15/17,Merchandise,Star Wars Yoda Passenger Window Decal,AR
03/15/17,Merchandise,Steve Reeves Hercules 1/6 Scale Action Figure,AR
03/15/17,Merchandise,Suicide Squad Daddy's Little Monster Baseball Shirt XXL,AR
03/15/17,Merchandise,Suicide Squad Harley Nendoroid (Suicide Edition),AR
03/15/17,Merchandise,Suicide Squad Harley Quinn S.H.Figuarts Action Figure,AR
03/15/17,Merchandise,Suicide Squad Joker Nendoroid (Suicide Edition),AR
03/15/17,Merchandise,Sword Art Online II Leafa Figma (ALO Version),AR
03/15/17,Merchandise,Sword Art Online II Sinon Nendoroid,AR
03/15/17,Merchandise,Sword Art Online Kirito Nendoroid,AR
03/15/17,Merchandise,Teenage Mutant Ninja Turtles Raphael 1/4 Scale Action Figure,AR
03/15/17,Merchandise,Titanfall 2 BT-7274 10 Inch Deluxe Figure,AR
03/15/17,Merchandise,Touken Ranbu Online Yamatonokami Yasusada 1/8 Scale PVC Figure,AR
03/15/17,Merchandise,Tsum Tsum Series 3 Laser Cut Figural Keyring 24 Piece Blind Mystery Box,AR
03/15/17,Merchandise,Tulipop Tineez Plush Assortment,AR
03/15/17,Merchandise,Weapon X #1 Postcard,AR
03/15/17,Merchandise,Witcher 3 The Wild Hunt Geralt Playing Gwent Bust,AR
03/15/17,Merchandise,X-Men Blue #1 Postcard,AR
